id,quartile,identifiers,areas
Psychiatry and Mental Health,Q1,"['2215-0374', '2215-0366']","['Medicine', 'Neuroscience']"
Business and International Management,Q1,"['1097-0266', '0143-2095']","['Business, Management and Accounting']"
Strategy and Management,Q1,"['1097-0266', '0143-2095']","['Business, Management and Accounting']"
Materials Science (miscellaneous),Q1,"['1873-2208', '0079-6425']",['Materials Science']
Accounting,Q1,"['1573-692X', '1572-3097']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Economics and Econometrics,Q1,"['1573-692X', '1572-3097']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Finance,Q1,"['1573-692X', '1572-3097']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Computer Graphics and Computer-Aided Design,Q1,"['1557-7368', '0730-0301']",['Computer Science']
Cancer Research,Q1,"['1934-6069', '1931-3128']","['Biochemistry, Genetics and Molecular Biology', 'Immunology and Microbiology']"
Immunology and Microbiology (miscellaneous),Q1,"['1934-6069', '1931-3128']","['Biochemistry, Genetics and Molecular Biology', 'Immunology and Microbiology']"
Microbiology,Q1,"['1934-6069', '1931-3128']","['Biochemistry, Genetics and Molecular Biology', 'Immunology and Microbiology']"
Molecular Biology,Q1,"['1934-6069', '1931-3128']","['Biochemistry, Genetics and Molecular Biology', 'Immunology and Microbiology']"
Parasitology,Q1,"['1934-6069', '1931-3128']","['Biochemistry, Genetics and Molecular Biology', 'Immunology and Microbiology']"
Virology,Q1,"['1934-6069', '1931-3128']","['Biochemistry, Genetics and Molecular Biology', 'Immunology and Microbiology']"
Neuroscience (miscellaneous),Q1,"['1097-4199', '0896-6273']",['Neuroscience']
Environmental Science (miscellaneous),Q1,"['1758-6798', '1758-678X']","['Environmental Science', 'Social Sciences']"
Social Sciences (miscellaneous),Q1,"['1758-6798', '1758-678X']","['Environmental Science', 'Social Sciences']"
Applied Psychology,Q1,['2327-0608'],"['Business, Management and Accounting', 'Psychology']"
Organizational Behavior and Human Resource Management,Q1,['2327-0608'],"['Business, Management and Accounting', 'Psychology']"
Social Psychology,Q1,['2327-0608'],"['Business, Management and Accounting', 'Psychology']"
Cell Biology,Q1,"['1545-2123', '1543-5008']","['Agricultural and Biological Sciences', 'Biochemistry, Genetics and Molecular Biology']"
Molecular Biology,Q1,"['1545-2123', '1543-5008']","['Agricultural and Biological Sciences', 'Biochemistry, Genetics and Molecular Biology']"
Physiology,Q1,"['1545-2123', '1543-5008']","['Agricultural and Biological Sciences', 'Biochemistry, Genetics and Molecular Biology']"
Plant Science,Q1,"['1545-2123', '1543-5008']","['Agricultural and Biological Sciences', 'Biochemistry, Genetics and Molecular Biology']"
Economics and Econometrics,Q1,"['0034-6535', '1530-9142']","['Economics, Econometrics and Finance', 'Social Sciences']"
Social Sciences (miscellaneous),Q1,"['0034-6535', '1530-9142']","['Economics, Econometrics and Finance', 'Social Sciences']"
Finance,Q1,"['0149-2063', '1557-1211']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Strategy and Management,Q1,"['0149-2063', '1557-1211']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Oncology,Q1,"['2159-8274', '2159-8290']",['Medicine']
Cancer Research,Q1,['1756-8722'],"['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Hematology,Q1,['1756-8722'],"['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Molecular Biology,Q1,['1756-8722'],"['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Oncology,Q1,['1756-8722'],"['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Economics and Econometrics,Q1,['0895-3309'],"['Economics, Econometrics and Finance']"
Astronomy and Astrophysics,Q1,"['1614-4961', '2367-3648']","['Earth and Planetary Sciences', 'Physics and Astronomy']"
Space and Planetary Science,Q1,"['1614-4961', '2367-3648']","['Earth and Planetary Sciences', 'Physics and Astronomy']"
"Biochemistry, Genetics and Molecular Biology (miscellaneous)",Q1,['1754-2189'],"['Biochemistry, Genetics and Molecular Biology']"
Genetics,Q1,"['1545-2948', '0066-4197']","['Biochemistry, Genetics and Molecular Biology']"
Ecology,Q1,['2398-9629'],"['Agricultural and Biological Sciences', 'Energy', 'Environmental Science', 'Social Sciences']"
Food Science,Q1,['2398-9629'],"['Agricultural and Biological Sciences', 'Energy', 'Environmental Science', 'Social Sciences']"
"Geography, Planning and Development",Q1,['2398-9629'],"['Agricultural and Biological Sciences', 'Energy', 'Environmental Science', 'Social Sciences']"
Global and Planetary Change,Q1,['2398-9629'],"['Agricultural and Biological Sciences', 'Energy', 'Environmental Science', 'Social Sciences']"
"Management, Monitoring, Policy and Law",Q1,['2398-9629'],"['Agricultural and Biological Sciences', 'Energy', 'Environmental Science', 'Social Sciences']"
Nature and Landscape Conservation,Q1,['2398-9629'],"['Agricultural and Biological Sciences', 'Energy', 'Environmental Science', 'Social Sciences']"
"Renewable Energy, Sustainability and the Environment",Q1,['2398-9629'],"['Agricultural and Biological Sciences', 'Energy', 'Environmental Science', 'Social Sciences']"
Urban Studies,Q1,['2398-9629'],"['Agricultural and Biological Sciences', 'Energy', 'Environmental Science', 'Social Sciences']"
Gastroenterology,Q1,"['1528-0012', '0016-5085']",['Medicine']
Hepatology,Q1,"['1528-0012', '0016-5085']",['Medicine']
Clinical Psychology,Q1,"['1548-5951', '1548-5943']","['Medicine', 'Psychology']"
Medicine (miscellaneous),Q1,"['1548-5951', '1548-5943']","['Medicine', 'Psychology']"
Psychiatry and Mental Health,Q1,"['1548-5951', '1548-5943']","['Medicine', 'Psychology']"
Decision Sciences (miscellaneous),Q1,['2589-7500'],"['Decision Sciences', 'Health Professions', 'Medicine']"
Health Informatics,Q1,['2589-7500'],"['Decision Sciences', 'Health Professions', 'Medicine']"
Health Information Management,Q1,['2589-7500'],"['Decision Sciences', 'Health Professions', 'Medicine']"
Medicine (miscellaneous),Q1,['2589-7500'],"['Decision Sciences', 'Health Professions', 'Medicine']"
Endocrinology,Q1,"['1759-5037', '1759-5029']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
"Endocrinology, Diabetes and Metabolism",Q1,"['1759-5037', '1759-5029']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Multidisciplinary,Q1,['2666-6758'],['Multidisciplinary']
Chemistry (miscellaneous),Q1,['2380-8195'],"['Chemistry', 'Energy', 'Materials Science']"
Energy Engineering and Power Technology,Q1,['2380-8195'],"['Chemistry', 'Energy', 'Materials Science']"
Fuel Technology,Q1,['2380-8195'],"['Chemistry', 'Energy', 'Materials Science']"
Materials Chemistry,Q1,['2380-8195'],"['Chemistry', 'Energy', 'Materials Science']"
"Renewable Energy, Sustainability and the Environment",Q1,['2380-8195'],"['Chemistry', 'Energy', 'Materials Science']"
Cell Biology,Q1,['1474-7596'],"['Agricultural and Biological Sciences', 'Biochemistry, Genetics and Molecular Biology']"
"Ecology, Evolution, Behavior and Systematics",Q1,['1474-7596'],"['Agricultural and Biological Sciences', 'Biochemistry, Genetics and Molecular Biology']"
Genetics,Q1,['1474-7596'],"['Agricultural and Biological Sciences', 'Biochemistry, Genetics and Molecular Biology']"
Business and International Management,Q1,"['0092-0703', '1552-7824']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Economics and Econometrics,Q1,"['0092-0703', '1552-7824']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Marketing,Q1,"['0092-0703', '1552-7824']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Cell Biology,Q1,['2522-5812'],"['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
"Endocrinology, Diabetes and Metabolism",Q1,['2522-5812'],"['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Internal Medicine,Q1,['2522-5812'],"['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Physiology (medical),Q1,['2522-5812'],"['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Mathematics (miscellaneous),Q1,['0003-486X'],"['Decision Sciences', 'Mathematics']"
Statistics and Probability,Q1,['0003-486X'],"['Decision Sciences', 'Mathematics']"
"Statistics, Probability and Uncertainty",Q1,['0003-486X'],"['Decision Sciences', 'Mathematics']"
Molecular Biology,Q1,"['1545-9993', '1545-9985']","['Biochemistry, Genetics and Molecular Biology']"
Structural Biology,Q1,"['1545-9993', '1545-9985']","['Biochemistry, Genetics and Molecular Biology']"
Mathematics (miscellaneous),Q1,"['1618-1913', '0073-8301']",['Mathematics']
Genetics,Q1,"['0305-1048', '1362-4962']","['Biochemistry, Genetics and Molecular Biology']"
Chemical Engineering (miscellaneous),Q1,"['1755-4330', '1755-4349']","['Chemical Engineering', 'Chemistry']"
Chemistry (miscellaneous),Q1,"['1755-4330', '1755-4349']","['Chemical Engineering', 'Chemistry']"
Urology,Q1,"['1873-7560', '0302-2838']",['Medicine']
Physiology,Q1,"['0066-4278', '1545-1585']","['Biochemistry, Genetics and Molecular Biology']"
Immunology,Q1,"['0022-1007', '1540-9538']","['Immunology and Microbiology', 'Medicine']"
Immunology and Allergy,Q1,"['0022-1007', '1540-9538']","['Immunology and Microbiology', 'Medicine']"
Medicine (miscellaneous),Q1,"['0022-1007', '1540-9538']","['Immunology and Microbiology', 'Medicine']"
Condensed Matter Physics,Q1,['0927-796X'],"['Engineering', 'Materials Science', 'Physics and Astronomy']"
Materials Science (miscellaneous),Q1,['0927-796X'],"['Engineering', 'Materials Science', 'Physics and Astronomy']"
Mechanical Engineering,Q1,['0927-796X'],"['Engineering', 'Materials Science', 'Physics and Astronomy']"
Mechanics of Materials,Q1,['0927-796X'],"['Engineering', 'Materials Science', 'Physics and Astronomy']"
Chemical Engineering (miscellaneous),Q1,"['2520-8136', '2520-8489']","['Chemical Engineering', 'Chemistry', 'Energy', 'Materials Science']"
Electrochemistry,Q1,"['2520-8136', '2520-8489']","['Chemical Engineering', 'Chemistry', 'Energy', 'Materials Science']"
Energy Engineering and Power Technology,Q1,"['2520-8136', '2520-8489']","['Chemical Engineering', 'Chemistry', 'Energy', 'Materials Science']"
Materials Science (miscellaneous),Q1,"['2520-8136', '2520-8489']","['Chemical Engineering', 'Chemistry', 'Energy', 'Materials Science']"
Ecology,Q1,"['1560-2745', '1878-9129']","['Agricultural and Biological Sciences', 'Environmental Science']"
"Ecology, Evolution, Behavior and Systematics",Q1,"['1560-2745', '1878-9129']","['Agricultural and Biological Sciences', 'Environmental Science']"
Plant Science,Q1,"['1560-2745', '1878-9129']","['Agricultural and Biological Sciences', 'Environmental Science']"
Epidemiology,Q1,"['0893-8512', '1098-6618']","['Immunology and Microbiology', 'Medicine']"
Immunology and Microbiology (miscellaneous),Q1,"['0893-8512', '1098-6618']","['Immunology and Microbiology', 'Medicine']"
Infectious Diseases,Q1,"['0893-8512', '1098-6618']","['Immunology and Microbiology', 'Medicine']"
Microbiology (medical),Q1,"['0893-8512', '1098-6618']","['Immunology and Microbiology', 'Medicine']"
"Public Health, Environmental and Occupational Health",Q1,"['0893-8512', '1098-6618']","['Immunology and Microbiology', 'Medicine']"
Decision Sciences (miscellaneous),Q1,"['1552-7425', '1094-4281']","['Business, Management and Accounting', 'Decision Sciences']"
Management of Technology and Innovation,Q1,"['1552-7425', '1094-4281']","['Business, Management and Accounting', 'Decision Sciences']"
Strategy and Management,Q1,"['1552-7425', '1094-4281']","['Business, Management and Accounting', 'Decision Sciences']"
Artificial Intelligence,Q1,"['0920-5691', '1573-1405']",['Computer Science']
Computer Vision and Pattern Recognition,Q1,"['0920-5691', '1573-1405']",['Computer Science']
Software,Q1,"['0920-5691', '1573-1405']",['Computer Science']
"Economics, Econometrics and Finance (miscellaneous)",Q1,"['1542-4774', '1542-4766']","['Economics, Econometrics and Finance']"
Accounting,Q1,"['1475-679X', '0021-8456']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Economics and Econometrics,Q1,"['1475-679X', '0021-8456']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Finance,Q1,"['1475-679X', '0021-8456']","['Business, Management and Accounting', 'Economics, Econometrics and Finance']"
Artificial Intelligence,Q1,['2470-9476'],"['Computer Science', 'Engineering', 'Mathematics']"
Computer Science Applications,Q1,['2470-9476'],"['Computer Science', 'Engineering', 'Mathematics']"
Control and Optimization,Q1,['2470-9476'],"['Computer Science', 'Engineering', 'Mathematics']"
Mechanical Engineering,Q1,['2470-9476'],"['Computer Science', 'Engineering', 'Mathematics']"
Economics and Econometrics,Q1,['0304-3932'],"['Economics, Econometrics and Finance']"
Finance,Q1,['0304-3932'],"['Economics, Econometrics and Finance']"
Biochemistry,Q1,"['2451-9308', '2451-9294']","['Biochemistry, Genetics and Molecular Biology', 'Chemical Engineering', 'Chemistry', 'Environmental Science', 'Materials Science', 'Medicine']"
Biochemistry (medical),Q1,"['2451-9308', '2451-9294']","['Biochemistry, Genetics and Molecular Biology', 'Chemical Engineering', 'Chemistry', 'Environmental Science', 'Materials Science', 'Medicine']"
Chemical Engineering (miscellaneous),Q1,"['2451-9308', '2451-9294']","['Biochemistry, Genetics and Molecular Biology', 'Chemical Engineering', 'Chemistry', 'Environmental Science', 'Materials Science', 'Medicine']"
Chemistry (miscellaneous),Q1,"['2451-9308', '2451-9294']","['Biochemistry, Genetics and Molecular Biology', 'Chemical Engineering', 'Chemistry', 'Environmental Science', 'Materials Science', 'Medicine']"
Environmental Chemistry,Q1,"['2451-9308', '2451-9294']","['Biochemistry, Genetics and Molecular Biology', 'Chemical Engineering', 'Chemistry', 'Environmental Science', 'Materials Science', 'Medicine']"
Materials Chemistry,Q1,"['2451-9308', '2451-9294']","['Biochemistry, Genetics and Molecular Biology', 'Chemical Engineering', 'Chemistry', 'Environmental Science', 'Materials Science', 'Medicine']"
"Economics, Econometrics and Finance (miscellaneous)",Q1,"['1945-7731', '1945-774X']","['Economics, Econometrics and Finance']"
Medicine (miscellaneous),Q1,"['1946-6234', '1946-6242']",['Medicine']
Electrical and Electronic Engineering,Q1,"['2311-6706', '2150-5551']","['Engineering', 'Materials Science']"
"Electronic, Optical and Magnetic Materials",Q1,"['2311-6706', '2150-5551']","['Engineering', 'Materials Science']"
Nanoscience and Nanotechnology,Q1,"['2311-6706', '2150-5551']","['Engineering', 'Materials Science']"
"Surfaces, Coatings and Films",Q1,"['2311-6706', '2150-5551']","['Engineering', 'Materials Science']"
Cell Biology,Q1,"['1530-8995', '1081-0706']","['Biochemistry, Genetics and Molecular Biology']"
Developmental Biology,Q1,"['1530-8995', '1081-0706']","['Biochemistry, Genetics and Molecular Biology']"
Applied Psychology,Q1,"['1939-1854', '0021-9010']",['Psychology']
Physics and Astronomy (miscellaneous),Q1,['0370-1573'],['Physics and Astronomy']
Applied Mathematics,Q1,"['1088-6834', '0894-0347']",['Mathematics']
Mathematics (miscellaneous),Q1,"['1088-6834', '0894-0347']",['Mathematics']
Cancer Research,Q1,"['1522-8517', '1523-5866']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Neurology (clinical),Q1,"['1522-8517', '1523-5866']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Oncology,Q1,"['1522-8517', '1523-5866']","['Biochemistry, Genetics and Molecular Biology', 'Medicine']"
Infectious Diseases,Q1,"['1474-4457', '1473-3099']",['Medicine']
Economics and Econometrics,Q1,"['2045-9920', '2045-9939']","['Economics, Econometrics and Finance']"
Finance,Q1,"['2045-9920', '2045-9939']","['Economics, Econometrics and Finance']"
Computer Science (miscellaneous),Q1,"['0360-0300', '1557-7341']","['Computer Science', 'Mathematics']"
Theoretical Computer Science,Q1,"['0360-0300', '1557-7341']","['Computer Science', 'Mathematics']"
Psychology (miscellaneous),Q1,"['2515-2459', '2515-2467']",['Psychology']
Medicine (miscellaneous),Q1,"['2168-6238', '2168-622X']",['Medicine']
Psychiatry and Mental Health,Q1,"['2168-6238', '2168-622X']",['Medicine']
Cellular and Molecular Neuroscience,Q1,"['1759-4766', '1759-4758']","['Medicine', 'Neuroscience']"
Neurology (clinical),Q1,"['1759-4766', '1759-4758']","['Medicine', 'Neuroscience']"
Critical Care and Intensive Care Medicine,Q1,"['1432-1238', '0342-4642']",['Medicine']
