Journal title,Journal ISSN (print version),Journal EISSN (online version),Languages in which the journal accepts manuscripts,Publisher,DOAJ Seal,Journal license,APC
Journal of Anthropology of Sport and Physical Education,2536-569X,2536-5703,English,"University of Montenegro, Faculty for Sport and Physical Education, Montenegrin Sports Academy",False,CC BY,False
Revista Otarq: Otras arqueologías,N/A,2530-4933,Spanish,JAS Arqueología,False,CC BY-NC-ND,False
Refleksi Edukatika,2087-9385,2528-696X,Indonesian,Universitas Muria Kudus,False,CC BY,False
Клиническая и экспериментальная тиреоидология,1995-5472,2310-3787,Russian,Endocrinology Research Centre,False,CC BY-NC-ND,False
Acta Logistica,N/A,1339-5629,English,"4S go, s.r.o.",False,CC BY-NC,True
تربیت اسلامی,1735-4536,2588-4611,Persian,Research Institute of Hawzah and University,False,CC BY-ND,False
Journal of European Psychology Students,N/A,2222-6931,English,European Federation of Psychology Students' Associations,True,CC BY,True
Journal of Comparative Social Work,N/A,0809-9936,English,University of Stavanger,False,CC BY-SA,False
Jurnal Kimia Valensi,2460-6065,2548-3013,Indonesian,Syarif Hidayatullah Jakarta State Islamic University,False,CC BY-SA,True
Brazilian Political Science Review,N/A,1981-3821,English,Brazilian Political Science Association,False,CC BY,True
Cuadernos del Hipogrifo,N/A,2420-918X,"Spanish, Italian",Università Degli Studi Guglielmo Marconi,False,CC BY,False
Journal of the Southeast Asian Linguistics Society,N/A,1836-6821,English,University of Hawaii Press,False,CC BY-NC-ND,False
Anduli,1696-0270,2340-4973,Spanish,Universidad de Sevilla,False,CC BY-NC-SA,False
Acta Brasiliensis,2526-432X,2526-4338,Portuguese,Universidade Federal de Campina Grande,False,CC BY,False
مطالعات اجتماعی روان‌شناختی زنان,2538-2926,2538-2934,Persian,Alzahra University,False,CC BY-NC-ND,True
Spanish Journal of Marketing-ESIC,2444-9695,2444-9709,English,Emerald Publishing,False,CC BY,False
Jema: Jurnal Ilmiah Bidang Akuntansi dan Manajemen,1693-7864,2597-4017,English,Universitas Islam Malang,False,CC BY,True
Journal of Work and Organizational Psychology,1576-5962,2174-0534,"English, Spanish",Colegio Oficial de Psicólogos de Madrid,False,CC BY-NC-ND,False
Emerging Science Journal,N/A,2610-9182,English,Ital Publication,False,CC BY,True
Komunitas: International Journal of Indonesian Society and Culture,2460-7312,2460-7320,"Indonesian, English",Universitas Negeri Semarang,False,CC BY,False
Linguistics in Amsterdam,N/A,1878-4569,"Spanish, English, Dutch",Amsterdam Centre for Language and Communication,False,CC BY-NC-ND,False
Okara: Jurnal Bahasa dan Sastra,1907-624X,2442-305X,"Arabic, English","Center of Language Development, Institut Agama Islam Negeri (IAIN) Madura",False,CC BY-NC,False
Journal of Education and Community Health,N/A,2383-2312,Persian,Hamadan University of Medical Sciences,False,CC BY-NC,False
Intuisi,2086-0803,2541-2965,Indonesian,Universitas Negeri Semarang,False,CC BY,False
Dinamika Pendidikan,1907-3720,2502-5074,"Indonesian, English",Universitas Negeri Semarang,False,CC BY,False
"Jurnal Ekonomi, Bisnis dan Entrepreneurship",2443-0633,2443-2121,Indonesian,Sekolah Tinggi Ilmu Ekonomi (STIE) Pasundan,False,CC BY-NC,False
Journal of Airline and Airport Management,2014-4865,2014-4806,English,OmniaScience,False,CC BY,False
Jurnal Penelitian Pendidikan,1412-565X,N/A,Indonesian,Universitas Pendidikan Indonesia,False,CC BY-SA,True
GeSec,N/A,2178-9010,"Spanish, Portuguese, English",Sindicato das Secretárias do Estado de São Paulo,False,CC BY-NC-ND,False
Buletin Peternakan,0126-4400,2407-876X,"English, Indonesian",Universitas Gadjah Mada,False,CC BY-SA,True
Iqtishoduna: Jurnal Ekonomi Islam,2252-5661,2443-0056,Indonesian,Institut Agama Islam Syarifuddin,False,CC BY,False
Sosial Budaya,1979-2603,2407-1684,"English, Indonesian",LPPM UIN Sultan Syarif Kasim Riau,False,CC BY,False
Literatura em Debate,N/A,1982-5625,"English, Portuguese, Spanish",Universidade Regional Integrada do Alto Uruguai e das Missões,False,CC BY,False
Amazônia,1980-5128,2317-5125,"Portuguese, Spanish",Universidade Federal do Pará,False,CC BY,False
Journal of Modern Power Systems and Clean Energy,N/A,2196-5420,English,IEEE,False,"CC BY, CC BY-NC-ND",False
Nihon Shouni Jinzoubyou Gakkai zasshi,0915-2245,1881-3933,"English, Japanese",The Japanese Society for Pediatric Nephrology,False,CC BY-NC-SA,False
Focaal,0920-1297,1558-5263,English,Berghahn Books,False,"CC BY, CC BY-ND, CC BY-NC-ND",False
Sensors and Materials,0914-4935,2435-0869,English,MYU,False,CC BY,True
European Journal of Mineralogy,0935-1221,1617-4011,English,Copernicus Publications,True,CC BY,True
Journal of Advanced Guidance and Counseling,2746-1513,2746-1521,English,"UIN Walisongo Semarang, Fakultas Dakwah dan Komunikasi",False,CC BY-NC-SA,False
Community Eye Health Journal,0953-6833,1993-7288,English,"International Centre for Eye Health (ICEH), London",False,CC BY-NC,False
Ilha do Desterro,0101-4846,2175-8026,"English, Portuguese",Universidade Federal de Santa Catarina,False,CC BY,False
New Zealand Journal of Forestry Science,0048-0134,1179-5395,English,Scion,False,CC BY,False
Revista de Ciencias Economicas,0252-9521,2215-3489,"English, Spanish",Universidad de Costa Rica,False,CC BY-NC-ND,False
Kronos,0259-0190,2309-9585,English,"University of the Western Cape, Centre for Humanities Research and the History Department",False,CC BY-SA,False
Revista Brasileira de Saúde Ocupacional,0303-7657,2317-6369,"English, Portuguese",Fundacentro,False,CC BY,False
Revista de la Facultad de Ciencias Agrarias,0370-4661,1853-8665,"English, Spanish",Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,False,CC BY-NC-SA,True
Journal of Dairy Science,0022-0302,1525-3198,English,Elsevier,False,"CC BY, CC BY-NC-ND",True
Estudos de Religião,0103-801X,2176-1078,"Spanish, Portuguese",Universidade Metodista de São Paulo,False,CC BY,False
Affectio Societatis,0123-8884,N/A,"Portuguese, Spanish",Universidad de Antioquia,False,CC BY-NC-SA,False
Revista de la Facultad de Ciencias,0121-747X,2357-5549,Spanish,"Universidad Nacional de Colombia, sede Medellín",False,CC BY-NC-ND,False
Anthropology in Action,0967-201X,1752-2285,English,Berghahn Books,False,"CC BY, CC BY-ND, CC BY-NC-ND",False
Exilium,N/A,2675-6188,"Italian, French, English, Spanish, Portuguese",Universidade Federal de São Paulo,False,CC BY-NC-ND,False
Revista del IICE,0327-7763,2451-5434,"English, Portuguese, Spanish","Facultad de Filosofía y Letras, Universidad de Buenos Aires",False,CC BY-SA,False
RUDN Journal of Studies in Literature and Journalism,2312-9220,2312-9247,"Russian, English",Peoples’ Friendship University of Russia (RUDN University),False,CC BY-NC,False
Journal of Environmental and Science Education,2797-0175,2775-2518,English,Universitas Negeri Semarang,False,CC BY,False
New Diversities,2199-8108,2199-8116,English,Max Planck Institute for the Study of Religious and Ethnic Diversity,False,CC BY,False
Jurnal Tata Kota dan Daerah,2338-168X,2686-5742,"English, Indonesian",Universitas Brawijaya,False,CC BY,False
Assiut Veterinary Medical Journal,1012-5973,2314-5226,English,"Full contents: Assiut University, Faculty of Veterinaty Medicine",False,CC BY,True
Research & Politics,N/A,2053-1680,English,SAGE Publishing,False,"CC BY, CC BY-NC, CC BY-NC-ND",True
Археология евразийских степей,2587-6112,2618-9488,"English, Russian",State institution «Tatarstan Аcademy of Sciences»,True,CC BY-NC,False
JEBA (Journal of Economics and Business Aseanomics),2527-7499,2528-3634,"Indonesian, English",Lembaga Penelitian Universitas YARSI (LPUY),False,CC BY-SA,False
Bisnis & Birokrasi: Jurnal Ilmu Administrasi dan Organisasi (International Journal of Administrative Sciences & Organization),0854-3844,2355-7826,English,"Faculty of Administrative Science, Universitas Indonesia",False,CC BY-SA,False
Jurnal Teknoinfo,1693-0010,2615-224X,"English, Indonesian",Universitas Teknokrat Indonesia,False,CC BY-SA,True
Agroindustrial Technology Journal,2599-0799,2598-9480,"Indonesian, English",Universitas Darussalam Gontor,False,CC BY-NC-SA,False
Jurnal Kajian Seni,2356-296X,2356-3001,"Indonesian, English",Universitas Gadjah Mada,False,CC BY-SA,False
Tạp chí Quản lý và Kinh tế Quốc tế,2615-9848,N/A,Vietnamese,"HDV INSER., JSC",False,CC BY-NC,False
Al-Ma'mun,2723-3596,2746-0509,"Indonesian, English",UPT. Perpustakaan UIN Prof. K.H. Saifuddin Zuhri Purwokerto,False,CC BY,False
Journal of Wildlife and Parks,0127-8126,N/A,English,Department of Wildlife and National Parks Peninsular Malaysia,False,CC BY-NC-SA,False
SciPost Physics Lecture Notes,N/A,2590-1990,English,SciPost,True,CC BY,False
Jurnal Riset dan Aplikasi: Akuntansi dan Manajemen,2443-3381,2443-1419,"English, Indonesian",Politeknik Negeri Malang,False,CC BY-SA,True
Journal of Islamic Thought and Civilization,2075-0943,2520-0313,English,University of Management and Technology,False,CC BY,False
Trends in Peptide and Protein Sciences,2538-2535,2538-2446,English,Shahid Beheshti University of Medical Sciences,False,CC BY-NC,False
Clinical and Experimental Vaccine Research,2287-3651,2287-366X,English,Seoul : Korean Vaccine Society,False,CC BY-NC,False
Приноси към българската археология,1310-7976,2603-3410,"English, Bulgarian","Bulgarian Academy of Sciences, National Archaeological institute with Museum",False,CC BY-NC-ND,False
Arti dello Spettacolo / Performing Arts,N/A,2421-2679,"English, Italian, French, Russian, Spanish",Universitalia,False,CC BY,False
Revista da Faculdade de Direito da Universidade Federal de Minas Gerais,0304-2340,1984-1841,"French, Spanish, Italian, English, Portuguese","Universidade Federal de Minas Gerais, Faculdade de Direito",False,CC BY-NC,False
Revista Técnica Energía,1390-5074,2602-8492,"English, Spanish",Operador Nacional de Electricidad – CENACE,False,CC BY-NC,False
Skandinaviske Sprogstudier,N/A,1904-7843,English,Royal Danish Library,False,CC BY,False
مهندسی مکانیک دانشگاه تبریز,2228-5148,2783-0772,Persian,University of Tabriz,False,CC BY-NC,True
Babali Nursing Research,2776-6993,2721-5989,English,Babali Health,False,CC BY,True
Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas,1981-8122,2178-2547,"Spanish, Portuguese, French, English",Museu Paraense Emílio Goeldi,False,CC BY,False
Латиноамериканский исторический альманах,2305-8773,2713-0282,"Portuguese, Spanish, English, Russian",Russian Academy of Science. Institute of World History,False,CC BY,False
iPolytech Journal,2782-4004,2782-6341,English,Irkutsk National Research Technical University,True,CC BY,False
Urogynaecologia International Journal,1121-3086,2038-8314,English,PAGEPress Publications,False,CC BY-NC,False
Meliora,N/A,2767-7052,English,Columbia University Libraries,False,CC BY,False
VacciMonitor,1025-028X,1025-0298,"Spanish, English",Finlay Ediciones,False,CC BY-NC,False
Mutiara Medika,1411-8033,2614-0101,English,Universitas Muhammadiyah Yogyakarta,False,CC BY,True
Saliha,2614-1388,2622-7479,"English, Indonesian",STAI Terpadu Yogyakarta,False,CC BY-SA,False
Research in Education and Learning Innovation Archives,N/A,2659-9031,Spanish,Universitat de València,False,"CC BY-ND, CC BY-NC-SA",False
Asatiza,2721-0723,2716-3202,"English, Indonesian",STAI Auliaurrasyidin Tembilahan,False,CC BY-SA,True
AIMS Genetics,N/A,2377-1143,English,AIMS Press,False,CC BY,False
Diálogo das Letras,N/A,2316-1795,"Portuguese, English, French, Spanish",Universidade do Estado do Rio Grande do Norte,False,CC BY,False
Advances in Weed Science,N/A,2675-9462,English,Brazilian Weed Science Society,False,CC BY,True
Jurnal Nasional Teknik Elektro,2302-2949,2407-7267,"Indonesian, English",Universitas Andalas,False,CC BY-NC-SA,True
Biomédica: revista del Instituto Nacional de Salud,0120-4157,2590-7379,"English, Spanish",Instituto Nacional de Salud,False,Publisher's own license,False
Trabalhos em Linguística Aplicada,0103-1813,2175-764X,"English, Portuguese, Spanish",Universidade Estadual de Campinas,False,CC BY,False
Jurnal Pengabdian Multidisiplin,N/A,2775-2097,Indonesian,Kuras Institute,False,CC BY,True
Ψυχολογία: το Περιοδικό της Ελληνικής Ψυχολογικής Εταιρείας,1106-5737,2732-6640,"English, Modern Greek (1453-)",National Documentation Center,False,CC BY-SA,False
"Microbes, Infection and Chemotherapy",N/A,2789-4274,English,Universidad Nacional Hermilio Valdizán de Huánuco,False,CC BY,False
Jurnal Sporta Saintika,2502-5651,2579-5910,Indonesian,Jurusan Kesehatan Dan Rekreasi Fakultas Ilmu Keolahragaan Universitas Negeri Padang,False,CC BY-SA,False
Specialusis Ugdymas,1392-5369,2424-3299,"English, Lithuanian",Vilnius University Press,True,CC BY,False
Capture,2086-308X,2338-428X,"English, Indonesian","Jurusan Seni Media Rekam, Fakultas Seni Rupa dan Desain, Institut Seni Indonesia (ISI) Surakarta",False,CC BY-SA,True
Verbum Christi,2355-6374,2745-6668,"Indonesian, English",Sekolah Tinggi Teologi Reformed Injili Internasional,False,CC BY-NC,False
Actualidad Jurídica Ambiental,N/A,1989-5666,"Spanish, Portuguese, Galician, English",Centro Internacional de Estudios de Derecho Ambiental,False,CC BY-NC-ND,False
Revista de Direito da Faculdade Guanambi,N/A,2447-6536,"French, Italian, Spanish, English, Portuguese",Centro Universitário FG,True,CC BY-NC-SA,False
APL Photonics,N/A,2378-0967,English,AIP Publishing LLC,False,CC BY,True
Manajemen dan Bisnis,1412-3789,2477-1783,"Indonesian, English","Department of Management, Faculty of Economics and Business, Universitas Surabaya",False,CC BY,False
Argumentos,1984-4247,1984-4255,Portuguese,Universidade Federal do Ceará,False,CC BY,False
Восточная Азия: факты и аналитика,N/A,2686-7702,"English, Russian","Russian Academy of Sciences, Institute of China and Contemporary Asia (ICCA RAS)",False,CC BY,False
Acta Mycologica,0001-625X,2353-074X,English,Polish Botanical Society,True,CC BY,True
Mistral,N/A,2772-4913,"Spanish, Portuguese, English",University of Groningen Press,False,CC BY-NC-ND,False
Hozen seitaigaku kenkyu,1342-4327,2424-1431,Japanese,The Ecological Society of Japan,False,CC BY,True
Social Inclusion,N/A,2183-2803,English,Cogitatio,True,CC BY,True
Jurnal Informatika,1411-0105,2528-5823,"English, Indonesian",Petra Christian University,False,CC BY,False
Acta Societatis Botanicorum Poloniae,0001-6977,2083-9480,English,Polish Botanical Society,True,CC BY,True
Ascarya,2798-5083,2775-4243,"English, Indonesian",Perkumpulan Alumni dan Santri Mahyajatul Qurro',False,CC BY-NC,True
Jurnal DinamikA,N/A,2723-1410,"English, Indonesian",IAIN Salatiga,False,CC BY-SA,False
Wirapuru,N/A,2452-5901,"Spanish, Portuguese",Ariadna Ediciones,False,CC BY-NC-SA,False
Actas Dermo-Sifiliográficas,0001-7310,1578-2190,"Spanish, English",Elsevier,False,CC BY-NC-ND,True
Portuguese Journal of Dermatology and Venereology,2795-501X,2795-5001,English,Permanyer,False,CC BY-NC-ND,False
Journal of Evolutionary Studies in Business,N/A,2385-7137,English,Universitat de Barcelona,False,CC BY-NC,False
Sociedade e Estado,0102-6992,1980-5462,"English, Portuguese, Spanish",Universidade de Brasília,False,CC BY-NC,False
Revista de Teorias da Democracia e Direitos Políticos,N/A,2525-9660,Portuguese,Conselho Nacional de Pesquisa e Pós-graduação em Direito,False,CC BY-NC,False
CHIRONOMUS Journal of Chironomidae Research,0172-1941,2387-5372,"English, Norwegian",NTNU University Museum Norwegian University of Science and Technology,False,CC BY,False
Cirugía Plástica Ibero-Latinoamericana,0376-7892,1989-2055,Spanish,"Sociedad Española de Cirugía Plástica, Reparadora y Estética (SECPRE)",False,CC BY-NC-ND,False
Aturá,N/A,2526-8031,Portuguese,Universidade Federal do Tocantins,False,CC BY-NC,False
